COD_OPERADORA;NOME_CIDADE;TIPO;ID_REGISTRO_EMISSAO;EMISSAO;VENCTO;ORIGEM;ARQUIVO;NOME_PARCEIRO;QTDE_PAGE_TOTAL;QTDE_COB_TOTAL;VALOR_TOTAL
004;SANTOS;BOLETO;675259;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00415022020_675259.rem;CLARO;18;18;3.467,04
004;SANTOS;BOLETO;675259;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00415022020_675259.rem;NET;393;96;13.868,43
010;GOIANIA;BOLETO;675201;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC01015022020_675201.rem;NET;963;346;37.432,52
010;GOIANIA;BOLETO;675201;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC01015022020_675201.rem;CLARO;29;29;4.962,47
015;ANAPOLIS;BOLETO;675236;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC01515022020_675236.rem;NET;106;39;3.279,09
015;ANAPOLIS;BOLETO;675236;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC01515022020_675236.rem;CLARO;2;2;89,99
038;RIO DE JANEIRO;BOLETO;675388;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC03815022020_675388.rem;CLARO;8;8;1.679,55
038;RIO DE JANEIRO;BOLETO;675388;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC03815022020_675388.rem;NET;1398;486;51.816,82
038;RIO DE JANEIRO;BOLETO;675389;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC03815022020_675389.rem;CLARO;46;46;5.716,75
038;RIO DE JANEIRO;BOLETO;675389;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC03815022020_675389.rem;NET;790;283;45.261,18
038;RIO DE JANEIRO;BOLETO;675390;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC03815022020_675390.rem;NET;925;227;40.066,59
038;RIO DE JANEIRO;BOLETO;675390;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC03815022020_675390.rem;CLARO;48;48;9.463,96
038;RIO DE JANEIRO;BOLETO;675391;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC03815022020_675391.rem;CLARO;1;1;186,46
038;RIO DE JANEIRO;BOLETO;675391;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC03815022020_675391.rem;NET;83;30;4.048,84
040;BRASILIA;BOLETO;675453;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC04015022020_675453.rem;CLARO;13;13;1.520,03
040;BRASILIA;BOLETO;675453;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC04015022020_675453.rem;NET;1147;404;43.281,29
040;BRASILIA;BOLETO;675454;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC04015022020_675454.rem;CLARO;43;43;7.020,56
040;BRASILIA;BOLETO;675454;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC04015022020_675454.rem;NET;424;154;23.999,66
228;NITEROI;BOLETO;675199;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC22815022020_675199.rem;CLARO;10;10;1.686,54
228;NITEROI;BOLETO;675199;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC22815022020_675199.rem;NET;220;74;10.611,02
004;SANTOS;BOLETO;675265;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX00415022020_675265.rem;NET;7;2;502,14
004;SANTOS;BOLETO;675265;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX00415022020_675265.rem;CLARO;1;1;54,99
010;GOIANIA;BOLETO;675209;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX01015022020_675209.rem;CLARO;3;3;749,43
010;GOIANIA;BOLETO;675209;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX01015022020_675209.rem;NET;19;6;424,48
015;ANAPOLIS;BOLETO;675242;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX01515022020_675242.rem;CLARO;1;1;39,49
015;ANAPOLIS;BOLETO;675242;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX01515022020_675242.rem;NET;6;2;82,68
038;RIO DE JANEIRO;BOLETO;675573;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX03815022020_675573.rem;CLARO;5;5;612,24
038;RIO DE JANEIRO;BOLETO;675573;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX03815022020_675573.rem;NET;30;11;1.151,91
038;RIO DE JANEIRO;BOLETO;675574;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX03815022020_675574.rem;NET;31;13;2.179,61
038;RIO DE JANEIRO;BOLETO;675574;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX03815022020_675574.rem;CLARO;4;4;666,29
040;BRASILIA;BOLETO;675474;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX04015022020_675474.rem;NET;39;11;2.004,45
040;BRASILIA;BOLETO;675474;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX04015022020_675474.rem;CLARO;6;6;585,68
228;NITEROI;BOLETO;675225;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX22815022020_675225.rem;NET;9;3;229,70
228;NITEROI;BOLETO;675225;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX22815022020_675225.rem;CLARO;2;2;215,33
004;SANTOS;BOLETO;675266;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERZ00415022020_675266.rem;NET;15;4;519,30
004;SANTOS;BOLETO;675266;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERZ00415022020_675266.rem;CLARO;3;3;264,86
010;GOIANIA;BOLETO;675210;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERZ01015022020_675210.rem;NET;21;7;84,00
010;GOIANIA;BOLETO;675210;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERZ01015022020_675210.rem;CLARO;1;1;44,49
015;ANAPOLIS;BOLETO;675243;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERZ01515022020_675243.rem;NET;3;1;0,00
038;RIO DE JANEIRO;BOLETO;675575;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERZ03815022020_675575.rem;NET;51;18;3.740,19
038;RIO DE JANEIRO;BOLETO;675575;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERZ03815022020_675575.rem;CLARO;14;14;2.081,40
