PADRAO;NOME_CIDADE;COD_OPERADORA;ID_REGISTRO_EMISSAO;ORIGEM;TIPO;VENCTO;EMISSAO;ARQUIVO;QTD_PAGE_NET;QTDE_PAGE_EMBRATEL;QTDE_PAGE_CLARO;QTDE_PAGE_TOTAL;QTD_COB_NET;QTDE_COB_EMBRATEL;QTDE_COB_CLARO;QTDE_COB_TOTAL;VALOR_NET;VALOR_EMBRATEL;VALOR_CLARO;VALOR_TOTAL
0;VIA EMBRATEL;021;636050;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636050.rem;929;0;72;1001;390;0;72;462;48.975,41;0,00;6.871,80;55.847,21
0;VIA EMBRATEL;021;636051;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636051.rem;11;0;2;13;5;0;2;7;525,01;0,00;114,50;639,51
0;VIA EMBRATEL;021;636052;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636052.rem;15;0;1;16;6;0;1;7;566,95;0,00;123,91;690,86
0;VIA EMBRATEL;021;636053;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636053.rem;27;0;7;34;11;0;7;18;1.517,83;0,00;697,86;2.215,69
0;VIA EMBRATEL;021;636054;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636054.rem;556;0;78;634;239;0;78;317;30.354,91;0,00;8.509,50;38.864,41
0;VIA EMBRATEL;021;636055;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636055.rem;23;0;3;26;10;0;3;13;1.622,48;0,00;90,13;1.712,61
0;VIA EMBRATEL;021;636056;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636056.rem;25;0;2;27;17;0;2;19;1.787,56;0,00;149,06;1.936,62
0;VIA EMBRATEL;021;636057;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636057.rem;4;0;0;4;3;0;0;3;26,61;0,00;0,00;26,61
0;VIA EMBRATEL;021;636058;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636058.rem;3;0;0;3;1;0;0;1;89,50;0,00;0,00;89,50
0;VIA EMBRATEL;021;636059;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636059.rem;24;0;2;26;9;0;2;11;1.057,27;0,00;102,98;1.160,25
0;VIA EMBRATEL;021;636060;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636060.rem;29;0;2;31;12;0;2;14;1.155,34;0,00;133,20;1.288,54
0;VIA EMBRATEL;021;636061;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636061.rem;9;0;2;11;4;0;2;6;503,66;0,00;630,56;1.134,22
0;VIA EMBRATEL;021;636062;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636062.rem;3;0;1;4;1;0;1;2;174,80;0,00;49,99;224,79
0;VIA EMBRATEL;021;636063;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636063.rem;2;0;1;3;1;0;1;2;114,02;0,00;72,85;186,87
0;VIA EMBRATEL;021;636064;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636064.rem;2;0;1;3;1;0;1;2;85,44;0,00;107,85;193,29
0;VIA EMBRATEL;021;636065;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636065.rem;19;0;4;23;8;0;4;12;921,94;0,00;759,58;1.681,52
0;VIA EMBRATEL;021;636066;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636066.rem;4;0;0;4;2;0;0;2;220,56;0,00;0,00;220,56
0;VIA EMBRATEL;021;636067;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636067.rem;13;0;2;15;6;0;2;8;782,11;0,00;83,40;865,51
0;VIA EMBRATEL;021;636068;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636068.rem;15;0;1;16;6;0;1;7;320,63;0,00;215,54;536,17
0;VIA EMBRATEL;021;636069;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636069.rem;22;0;3;25;13;0;3;16;1.439,29;0,00;77,37;1.516,66
0;VIA EMBRATEL;021;636070;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636070.rem;1;0;0;1;1;0;0;1;28,40;0,00;0,00;28,40
0;VIA EMBRATEL;021;636071;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636071.rem;2;0;0;2;1;0;0;1;154,90;0,00;0,00;154,90
0;VIA EMBRATEL;021;636072;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636072.rem;9;0;0;9;4;0;0;4;488,70;0,00;0,00;488,70
0;VIA EMBRATEL;021;636073;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636073.rem;11;0;2;13;4;0;2;6;230,20;0,00;107,49;337,69
0;VIA EMBRATEL;021;636074;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02115022020_636074.rem;4;0;1;5;2;0;1;3;268,56;0,00;119,99;388,55
0;VIA EMBRATEL;021;636127;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;ERX02115022020_636127.rem;38;0;13;51;13;0;13;26;2.184,07;0,00;1.407,57;3.591,64
0;VIA EMBRATEL;021;636128;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;ERZ02115022020_636128.rem;30;0;11;41;11;0;11;22;1.708,12;0,00;1.729,22;3.437,34
0;VIA EMBRATEL;021;636129;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;ERZ02115022020_636129.rem;2;0;1;3;1;0;1;2;111,94;0,00;279,93;391,87
0;VIA EMBRATEL;021;636075;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;ER1C02115022020_636075.rem;53;0;0;53;22;0;0;22;2.932,72;0,00;0,00;2.932,72
0;VIA EMBRATEL;021;636076;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;ER1C02115022020_636076.rem;4;0;0;4;2;0;0;2;320,13;0,00;0,00;320,13
0;VIA EMBRATEL;021;635967;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;ER102115022020_635967.rem;1699;0;0;1699;757;0;0;757;101.994,71;0,00;0,00;101.994,71
0;VIA EMBRATEL;021;635968;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;ER102115022020_635968.rem;371;0;0;371;158;0;0;158;20.116,78;0,00;0,00;20.116,78
0;VIA EMBRATEL;021;635969;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;ER102115022020_635969.rem;828;0;0;828;382;0;0;382;45.584,82;0,00;0,00;45.584,82
