COD_OPERADORA;NOME_CIDADE;TIPO;ID_REGISTRO_EMISSAO;EMISSAO;VENCTO;ORIGEM;ARQUIVO;NOME_PARCEIRO;QTDE_PAGE_TOTAL;QTDE_COB_TOTAL;VALOR_TOTAL
027;PRAIA GRANDE;BOLETO;1605564;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC02710022020_1605564.rem;NET;187;65;7.778,86
027;PRAIA GRANDE;BOLETO;1605564;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC02710022020_1605564.rem;CLARO;3;3;163,97
076;RIO CLARO;BOLETO;1605420;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC07610022020_1605420.rem;NET;57;21;2.346,62
076;RIO CLARO;BOLETO;1605420;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC07610022020_1605420.rem;CLARO;4;4;709,84
100;BARRA MANSA;BOLETO;1605176;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC10010022020_1605176.rem;NET;23;9;632,19
103;SANTA BARBARA DOESTE;BOLETO;1605404;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC10310022020_1605404.rem;CLARO;4;4;346,28
103;SANTA BARBARA DOESTE;BOLETO;1605404;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC10310022020_1605404.rem;NET;121;43;4.927,92
116;ARMACAO DOS BUZIOS;BOLETO;1605146;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC11610022020_1605146.rem;NET;6;2;212,99
121;MANAUS;BOLETO;1605274;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC12110022020_1605274.rem;CLARO;19;19;1.430,07
121;MANAUS;BOLETO;1605274;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC12110022020_1605274.rem;NET;985;338;46.418,84
121;MANAUS;BOLETO;1605275;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC12110022020_1605275.rem;CLARO;4;4;411,68
121;MANAUS;BOLETO;1605275;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC12110022020_1605275.rem;NET;101;39;5.701,56
129;SANTO ANDRE;BOLETO;1605456;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC12910022020_1605456.rem;NET;362;132;15.413,24
129;SANTO ANDRE;BOLETO;1605456;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC12910022020_1605456.rem;CLARO;4;4;310,91
136;RECIFE;BOLETO;1605646;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC13610022020_1605646.rem;NET;417;147;15.035,91
136;RECIFE;BOLETO;1605646;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC13610022020_1605646.rem;CLARO;11;11;2.125,55
141;SAO BERNARDO DO CAMPO;BOLETO;1605350;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC14110022020_1605350.rem;NET;320;116;14.129,53
141;SAO BERNARDO DO CAMPO;BOLETO;1605350;23/01/2020;10/02/2020;Primeira Via-PrintHouse;EC14110022020_1605350.rem;CLARO;10;10;939,45
