PADRAO;NOME_CIDADE;COD_OPERADORA;ID_REGISTRO_EMISSAO;ORIGEM;TIPO;VENCTO;EMISSAO;ARQUIVO;QTD_PAGE_NET;QTDE_PAGE_EMBRATEL;QTDE_PAGE_CLARO;QTDE_PAGE_TOTAL;QTD_COB_NET;QTDE_COB_EMBRATEL;QTDE_COB_CLARO;QTDE_COB_TOTAL;VALOR_NET;VALOR_EMBRATEL;VALOR_CLARO;VALOR_TOTAL
0;BELO HORIZONTE;013;184914;Primeira Via-PrintHouse;BOLETO;20/03/2020;05/02/2020;ETC01320032020_184914.rem;14;0;0;14;5;0;0;5;1.583,67;0,00;0,00;1.583,67
0;BELO HORIZONTE;013;184912;Primeira Via-PrintHouse;BOLETO;20/03/2020;05/02/2020;ETR101320032020_184912.rem;5;0;0;5;2;0;0;2;506,29;0,00;0,00;506,29
0;BELO HORIZONTE;013;184913;Primeira Via-PrintHouse;BOLETO;20/03/2020;05/02/2020;ET01320032020_184913.rem;67;0;0;67;24;0;0;24;7.874,69;0,00;0,00;7.874,69
0;BELO HORIZONTE;013;184911;Primeira Via-PrintHouse;BOLETO;20/03/2020;05/02/2020;E01320032020_184911.rem;34;0;0;34;15;0;0;15;5.383,61;0,00;0,00;5.383,61
0;BELO HORIZONTE;013;184918;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;05/02/2020;DTC01320032020_184918.rem;15;0;0;15;5;0;0;5;1.612,20;0,00;0,00;1.612,20
0;BELO HORIZONTE;013;184917;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;05/02/2020;DTRX01320032020_184917.rem;3;0;0;3;1;0;0;1;150,19;0,00;0,00;150,19
0;BELO HORIZONTE;013;184916;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;05/02/2020;DT01320032020_184916.rem;30;0;0;30;11;0;0;11;2.796,99;0,00;0,00;2.796,99
0;BELO HORIZONTE;013;184915;Primeira Via-PrintHouse;DEBITO EM CONTA;20/03/2020;05/02/2020;D01320032020_184915.rem;19;0;0;19;8;0;0;8;2.206,56;0,00;0,00;2.206,56
