PADRAO;NOME_CIDADE;COD_OPERADORA;ID_REGISTRO_EMISSAO;ORIGEM;TIPO;VENCTO;EMISSAO;ARQUIVO;QTD_PAGE_NET;QTDE_PAGE_EMBRATEL;QTDE_PAGE_CLARO;QTDE_PAGE_TOTAL;QTD_COB_NET;QTDE_COB_EMBRATEL;QTDE_COB_CLARO;QTDE_COB_TOTAL;VALOR_NET;VALOR_EMBRATEL;VALOR_CLARO;VALOR_TOTAL
0;POCOS DE CALDAS;037;1182531;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC03715022020_1182531.rem;3;0;0;3;1;0;0;1;84,99;0,00;0,00;84,99
0;BIGUACU;058;1182944;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC05815022020_1182944.rem;8;0;0;8;3;0;0;3;303,99;0,00;0,00;303,99
0;SANTA MARIA;075;1183458;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC07515022020_1183458.rem;133;0;1;134;46;0;1;47;4.672,58;0,00;67,34;4.739,92
0;PORTO ALEGRE - CABO;078;1183341;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC07815022020_1183341.rem;774;0;35;809;258;0;35;293;30.561,26;0,00;4.080,07;34.641,33
0;PORTO ALEGRE - CABO;078;1183342;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC07815022020_1183342.rem;50;0;4;54;18;0;4;22;3.268,44;0,00;492,07;3.760,51
0;FARROUPILHA;083;1183035;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC08315022020_1183035.rem;24;0;1;25;12;0;1;13;1.598,42;0,00;40,08;1.638,50
0;JOINVILLE;086;1183675;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC08615022020_1183675.rem;247;0;5;252;85;0;5;90;8.387,77;0,00;361,12;8.748,89
0;CAPAO DA CANOA;087;1183212;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC08715022020_1183212.rem;24;0;0;24;7;0;0;7;814,91;0,00;0,00;814,91
0;FLORIANOPOLIS;088;1183626;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC08815022020_1183626.rem;353;0;8;361;122;0;8;130;13.814,41;0,00;1.462,79;15.277,20
0;CRICIUMA;089;1183708;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC08915022020_1183708.rem;52;0;1;53;18;0;1;19;1.625,52;0,00;267,39;1.892,91
0;MARINGA;091;1183183;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC09115022020_1183183.rem;206;0;3;209;60;0;3;63;6.937,00;0,00;398,20;7.335,20
0;ARAPONGAS;093;1182969;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC09315022020_1182969.rem;23;0;1;24;9;0;1;10;899,96;0,00;54,99;954,95
0;RIO VERDE;112;1182991;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC11215022020_1182991.rem;122;0;0;122;39;0;0;39;2.950,12;0,00;0,00;2.950,12
0;CABO FRIO;115;1182490;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC11515022020_1182490.rem;9;0;0;9;3;0;0;3;75,16;0,00;0,00;75,16
0;GUARAMIRIM;163;1182842;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC16315022020_1182842.rem;7;0;0;7;2;0;0;2;111,82;0,00;0,00;111,82
0;JARAGUA DO SUL;203;1182733;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC20315022020_1182733.rem;68;0;1;69;24;0;1;25;1.527,91;0,00;49,99;1.577,90
0;LAGES;213;1183000;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC21315022020_1183000.rem;19;0;0;19;7;0;0;7;355,95;0,00;0,00;355,95
0;TATUI;233;1182509;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC23315022020_1182509.rem;54;0;0;54;18;0;0;18;1.490,89;0,00;0,00;1.490,89
0;TREMEMBE;246;1182696;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC24615022020_1182696.rem;19;0;0;19;8;0;0;8;319,86;0,00;0,00;319,86
0;VINHEDO;279;1182423;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC27915022020_1182423.rem;6;0;0;6;2;0;0;2;124,02;0,00;0,00;124,02
0;VOTORANTIM;282;1182604;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC28215022020_1182604.rem;30;0;1;31;10;0;1;11;1.010,13;0,00;168,02;1.178,15
0;SAO PEDRO DA ALDEIA;320;1182578;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC32015022020_1182578.rem;3;0;0;3;1;0;0;1;42,49;0,00;0,00;42,49
0;APUCARANA;322;1182686;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC32215022020_1182686.rem;3;0;0;3;1;0;0;1;73,50;0,00;0,00;73,50
0;CAMBE;379;1182563;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC37915022020_1182563.rem;43;0;0;43;13;0;0;13;797,81;0,00;0,00;797,81
0;ITAJUBA;402;1182639;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC40215022020_1182639.rem;14;0;0;14;5;0;0;5;268,23;0,00;0,00;268,23
0;ARUJA;420;1182631;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC42015022020_1182631.rem;52;0;0;52;13;0;0;13;583,89;0,00;0,00;583,89
0;BATATAIS;448;1182502;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC44815022020_1182502.rem;6;0;0;6;2;0;0;2;206,50;0,00;0,00;206,50
0;POUSO ALEGRE;459;1182546;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC45915022020_1182546.rem;4;0;0;4;1;0;0;1;104,99;0,00;0,00;104,99
0;CAIEIRAS;498;1182659;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC49815022020_1182659.rem;19;0;0;19;6;0;0;6;693,34;0,00;0,00;693,34
0;SOBRAL;521;1182449;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC52115022020_1182449.rem;12;0;0;12;4;0;0;4;309,53;0,00;0,00;309,53
0;CATANDUVA;543;1182622;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC54315022020_1182622.rem;16;0;0;16;5;0;0;5;251,44;0,00;0,00;251,44
0;CACHOEIRINHA;560;1182854;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC56015022020_1182854.rem;6;0;0;6;2;0;0;2;115,65;0,00;0,00;115,65
0;DRACENA;586;1182519;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC58615022020_1182519.rem;3;0;0;3;1;0;0;1;66,65;0,00;0,00;66,65
0;CANELA;601;1182907;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC60115022020_1182907.rem;5;0;0;5;1;0;0;1;104,99;0,00;0,00;104,99
0;CARAZINHO;614;1182875;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC61415022020_1182875.rem;9;0;0;9;3;0;0;3;174,57;0,00;0,00;174,57
0;SAO ROQUE;678;1182408;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC67815022020_1182408.rem;19;0;0;19;6;0;0;6;534,79;0,00;0,00;534,79
