COD_OPERADORA;NOME_CIDADE;TIPO;ID_REGISTRO_EMISSAO;EMISSAO;VENCTO;ORIGEM;ARQUIVO;NOME_PARCEIRO;QTDE_PAGE_TOTAL;QTDE_COB_TOTAL;VALOR_TOTAL
037;POCOS DE CALDAS;BOLETO;1182531;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC03715022020_1182531.rem;NET;3;1;84,99
058;BIGUACU;BOLETO;1182944;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC05815022020_1182944.rem;NET;8;3;303,99
075;SANTA MARIA;BOLETO;1183458;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC07515022020_1183458.rem;NET;133;46;4.672,58
075;SANTA MARIA;BOLETO;1183458;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC07515022020_1183458.rem;CLARO;1;1;67,34
078;PORTO ALEGRE - CABO;BOLETO;1183341;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC07815022020_1183341.rem;CLARO;35;35;4.080,07
078;PORTO ALEGRE - CABO;BOLETO;1183341;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC07815022020_1183341.rem;NET;774;258;30.561,26
078;PORTO ALEGRE - CABO;BOLETO;1183342;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC07815022020_1183342.rem;NET;50;18;3.268,44
078;PORTO ALEGRE - CABO;BOLETO;1183342;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC07815022020_1183342.rem;CLARO;4;4;492,07
083;FARROUPILHA;BOLETO;1183035;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC08315022020_1183035.rem;NET;24;12;1.598,42
083;FARROUPILHA;BOLETO;1183035;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC08315022020_1183035.rem;CLARO;1;1;40,08
086;JOINVILLE;BOLETO;1183675;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC08615022020_1183675.rem;CLARO;5;5;361,12
086;JOINVILLE;BOLETO;1183675;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC08615022020_1183675.rem;NET;247;85;8.387,77
087;CAPAO DA CANOA;BOLETO;1183212;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC08715022020_1183212.rem;NET;24;7;814,91
088;FLORIANOPOLIS;BOLETO;1183626;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC08815022020_1183626.rem;NET;353;122;13.814,41
088;FLORIANOPOLIS;BOLETO;1183626;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC08815022020_1183626.rem;CLARO;8;8;1.462,79
089;CRICIUMA;BOLETO;1183708;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC08915022020_1183708.rem;CLARO;1;1;267,39
089;CRICIUMA;BOLETO;1183708;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC08915022020_1183708.rem;NET;52;18;1.625,52
091;MARINGA;BOLETO;1183183;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC09115022020_1183183.rem;NET;206;60;6.937,00
091;MARINGA;BOLETO;1183183;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC09115022020_1183183.rem;CLARO;3;3;398,20
093;ARAPONGAS;BOLETO;1182969;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC09315022020_1182969.rem;CLARO;1;1;54,99
093;ARAPONGAS;BOLETO;1182969;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC09315022020_1182969.rem;NET;23;9;899,96
112;RIO VERDE;BOLETO;1182991;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC11215022020_1182991.rem;NET;122;39;2.950,12
115;CABO FRIO;BOLETO;1182490;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC11515022020_1182490.rem;NET;9;3;75,16
163;GUARAMIRIM;BOLETO;1182842;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC16315022020_1182842.rem;NET;7;2;111,82
203;JARAGUA DO SUL;BOLETO;1182733;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC20315022020_1182733.rem;CLARO;1;1;49,99
203;JARAGUA DO SUL;BOLETO;1182733;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC20315022020_1182733.rem;NET;68;24;1.527,91
213;LAGES;BOLETO;1183000;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC21315022020_1183000.rem;NET;19;7;355,95
233;TATUI;BOLETO;1182509;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC23315022020_1182509.rem;NET;54;18;1.490,89
246;TREMEMBE;BOLETO;1182696;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC24615022020_1182696.rem;NET;19;8;319,86
279;VINHEDO;BOLETO;1182423;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC27915022020_1182423.rem;NET;6;2;124,02
282;VOTORANTIM;BOLETO;1182604;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC28215022020_1182604.rem;CLARO;1;1;168,02
282;VOTORANTIM;BOLETO;1182604;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC28215022020_1182604.rem;NET;30;10;1.010,13
320;SAO PEDRO DA ALDEIA;BOLETO;1182578;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC32015022020_1182578.rem;NET;3;1;42,49
322;APUCARANA;BOLETO;1182686;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC32215022020_1182686.rem;NET;3;1;73,50
379;CAMBE;BOLETO;1182563;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC37915022020_1182563.rem;NET;43;13;797,81
402;ITAJUBA;BOLETO;1182639;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC40215022020_1182639.rem;NET;14;5;268,23
420;ARUJA;BOLETO;1182631;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC42015022020_1182631.rem;NET;52;13;583,89
448;BATATAIS;BOLETO;1182502;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC44815022020_1182502.rem;NET;6;2;206,50
459;POUSO ALEGRE;BOLETO;1182546;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC45915022020_1182546.rem;NET;4;1;104,99
498;CAIEIRAS;BOLETO;1182659;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC49815022020_1182659.rem;NET;19;6;693,34
521;SOBRAL;BOLETO;1182449;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC52115022020_1182449.rem;NET;12;4;309,53
543;CATANDUVA;BOLETO;1182622;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC54315022020_1182622.rem;NET;16;5;251,44
560;CACHOEIRINHA;BOLETO;1182854;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC56015022020_1182854.rem;NET;6;2;115,65
586;DRACENA;BOLETO;1182519;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC58615022020_1182519.rem;NET;3;1;66,65
601;CANELA;BOLETO;1182907;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC60115022020_1182907.rem;NET;5;1;104,99
614;CARAZINHO;BOLETO;1182875;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC61415022020_1182875.rem;NET;9;3;174,57
678;SAO ROQUE;BOLETO;1182408;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC67815022020_1182408.rem;NET;19;6;534,79
684;URUGUAIANA;BOLETO;1183537;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC68415022020_1183537.rem;NET;28;9;932,59
685;CRUZ ALTA;BOLETO;1183158;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC68515022020_1183158.rem;NET;15;7;235,23
686;NOVO HAMBURGO - CABO;BOLETO;1183243;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC68615022020_1183243.rem;NET;53;20;1.654,29
687;CAXIAS DO SUL;BOLETO;1183068;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC68715022020_1183068.rem;CLARO;3;3;285,48
687;CAXIAS DO SUL;BOLETO;1183068;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC68715022020_1183068.rem;NET;182;97;8.795,74
688;BENTO GONCALVES;BOLETO;1183012;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC68815022020_1183012.rem;NET;36;21;2.236,39
689;LAJEADO;BOLETO;1183261;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC68915022020_1183261.rem;NET;12;4;900,23
690;BAGE;BOLETO;1183113;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC69015022020_1183113.rem;NET;31;10;1.118,67
691;PELOTAS;BOLETO;1183486;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC69115022020_1183486.rem;CLARO;1;1;119,99
691;PELOTAS;BOLETO;1183486;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC69115022020_1183486.rem;NET;113;38;4.052,76
692;RIO GRANDE;BOLETO;1183408;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC69215022020_1183408.rem;NET;59;21;1.998,83
692;RIO GRANDE;BOLETO;1183408;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC69215022020_1183408.rem;CLARO;1;1;2,03
693;PASSO FUNDO;BOLETO;1183512;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC69315022020_1183512.rem;NET;44;26;2.931,61
693;PASSO FUNDO;BOLETO;1183512;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC69315022020_1183512.rem;CLARO;1;1;51,31
694;SANTA CRUZ DO SUL;BOLETO;1183432;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC69415022020_1183432.rem;NET;24;9;601,92
695;ERECHIM;BOLETO;1183134;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC69515022020_1183134.rem;NET;28;14;1.673,01
700;BLUMENAU;BOLETO;1183579;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC70015022020_1183579.rem;CLARO;3;3;606,61
700;BLUMENAU;BOLETO;1183579;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC70015022020_1183579.rem;NET;272;93;9.362,52
