COD_OPERADORA;NOME_CIDADE;TIPO;ID_REGISTRO_EMISSAO;EMISSAO;VENCTO;ORIGEM;ARQUIVO;NOME_PARCEIRO;QTDE_PAGE_TOTAL;QTDE_COB_TOTAL;VALOR_TOTAL
003;SAO PAULO;BOLETO;474687;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474687.rem;CLARO;137;137;24.029,54
003;SAO PAULO;BOLETO;474687;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474687.rem;NET;6254;1518;195.818,78
003;SAO PAULO;BOLETO;474688;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474688.rem;CLARO;1;1;65,79
003;SAO PAULO;BOLETO;474688;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474688.rem;NET;33;9;999,80
003;SAO PAULO;BOLETO;474689;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474689.rem;CLARO;4;4;467,50
003;SAO PAULO;BOLETO;474689;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474689.rem;NET;49;12;1.153,75
003;SAO PAULO;BOLETO;474690;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474690.rem;CLARO;4;4;621,32
003;SAO PAULO;BOLETO;474690;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474690.rem;NET;129;30;4.749,00
003;SAO PAULO;BOLETO;474691;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474691.rem;CLARO;2;2;52,68
003;SAO PAULO;BOLETO;474691;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474691.rem;NET;87;21;3.096,98
003;SAO PAULO;BOLETO;474692;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474692.rem;CLARO;3;3;248,05
003;SAO PAULO;BOLETO;474692;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474692.rem;NET;93;22;1.854,97
003;SAO PAULO;BOLETO;474693;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474693.rem;CLARO;2;2;265,84
003;SAO PAULO;BOLETO;474693;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474693.rem;NET;41;10;892,10
003;SAO PAULO;BOLETO;474694;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474694.rem;CLARO;4;4;815,34
003;SAO PAULO;BOLETO;474694;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474694.rem;NET;37;10;1.716,50
003;SAO PAULO;BOLETO;474695;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474695.rem;NET;163;39;7.572,06
003;SAO PAULO;BOLETO;474696;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474696.rem;CLARO;4;4;901,31
003;SAO PAULO;BOLETO;474696;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474696.rem;NET;37;10;1.855,88
003;SAO PAULO;BOLETO;474697;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474697.rem;CLARO;4;4;1.246,99
003;SAO PAULO;BOLETO;474697;29/01/2020;15/02/2020;Primeira Via-PrintHouse;EC00315022020_474697.rem;NET;48;12;1.862,39
003;SAO PAULO;BOLETO;474738;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX00315022020_474738.rem;NET;125;29;3.150,64
003;SAO PAULO;BOLETO;474738;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERX00315022020_474738.rem;CLARO;8;8;1.202,06
003;SAO PAULO;BOLETO;474739;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERZ00315022020_474739.rem;NET;99;23;4.076,36
003;SAO PAULO;BOLETO;474739;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ERZ00315022020_474739.rem;CLARO;13;13;2.348,18
003;SAO PAULO;BOLETO;474698;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER1C00315022020_474698.rem;NET;92;23;4.014,72
003;SAO PAULO;BOLETO;474570;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER100315022020_474570.rem;NET;3885;795;131.501,53
003;SAO PAULO;BOLETO;474571;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER100315022020_474571.rem;NET;3409;1000;193.291,50
003;SAO PAULO;BOLETO;474571;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER100315022020_474571.rem;CLARO;1;1;179,99
003;SAO PAULO;BOLETO;474572;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER100315022020_474572.rem;NET;3605;1000;163.653,41
003;SAO PAULO;BOLETO;474573;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER100315022020_474573.rem;NET;3656;1000;152.507,05
003;SAO PAULO;BOLETO;474574;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER100315022020_474574.rem;NET;3924;1000;153.404,32
003;SAO PAULO;BOLETO;474575;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER100315022020_474575.rem;NET;55;15;2.981,93
003;SAO PAULO;BOLETO;474699;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER3C00315022020_474699.rem;NET;98;24;5.314,51
003;SAO PAULO;BOLETO;474576;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER300315022020_474576.rem;NET;5554;1281;183.228,26
003;SAO PAULO;BOLETO;474577;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER300315022020_474577.rem;NET;3378;1000;206.719,75
003;SAO PAULO;BOLETO;474578;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER300315022020_474578.rem;NET;3532;1000;172.686,51
003;SAO PAULO;BOLETO;474579;29/01/2020;15/02/2020;Primeira Via-PrintHouse;ER300315022020_474579.rem;CLARO;1;1;54,99
