PADRAO;NOME_CIDADE;COD_OPERADORA;ID_REGISTRO_EMISSAO;ORIGEM;TIPO;VENCTO;EMISSAO;ARQUIVO;QTD_PAGE_NET;QTDE_PAGE_EMBRATEL;QTDE_PAGE_CLARO;QTDE_PAGE_TOTAL;QTD_COB_NET;QTDE_COB_EMBRATEL;QTDE_COB_CLARO;QTDE_COB_TOTAL;VALOR_NET;VALOR_EMBRATEL;VALOR_CLARO;VALOR_TOTAL
0;POCOS DE CALDAS;037;1194012;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC03720022020_1194012.rem;23;0;0;23;9;0;0;9;415,53;0,00;0,00;415,53
0;SANTA MARIA;075;1195047;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC07520022020_1195047.rem;79;0;1;80;28;0;1;29;2.676,40;0,00;91,59;2.767,99
0;PORTO ALEGRE - CABO;078;1194891;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC07820022020_1194891.rem;266;0;3;269;94;0;3;97;8.471,65;0,00;804,49;9.276,14
0;PORTO ALEGRE - CABO;078;1194892;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC07820022020_1194892.rem;142;0;6;148;55;0;6;61;6.229,27;0,00;1.402,09;7.631,36
0;PORTO ALEGRE - CABO;078;1194893;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC07820022020_1194893.rem;10;0;1;11;4;0;1;5;597,65;0,00;71,99;669,64
0;PORTO ALEGRE - CABO;078;1194894;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC07820022020_1194894.rem;16;0;0;16;5;0;0;5;695,41;0,00;0,00;695,41
0;PORTO ALEGRE - CABO;078;1194895;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC07820022020_1194895.rem;35;0;6;41;15;0;6;21;2.353,74;0,00;1.246,61;3.600,35
0;PORTO ALEGRE - CABO;078;1194896;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC07820022020_1194896.rem;4;0;0;4;2;0;0;2;102,03;0,00;0,00;102,03
0;PORTO ALEGRE - CABO;078;1194897;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC07820022020_1194897.rem;12;0;3;15;5;0;3;8;1.226,35;0,00;371,73;1.598,08
0;PORTO ALEGRE - CABO;078;1194898;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC07820022020_1194898.rem;22;0;0;22;8;0;0;8;850,51;0,00;0,00;850,51
0;FARROUPILHA;083;1194779;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC08320022020_1194779.rem;6;0;1;7;4;0;1;5;484,69;0,00;325,22;809,91
0;JOINVILLE;086;1195231;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC08620022020_1195231.rem;199;0;5;204;72;0;5;77;7.697,73;0,00;425,25;8.122,98
0;CAPAO DA CANOA;087;1194659;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC08720022020_1194659.rem;49;0;0;49;17;0;0;17;2.157,17;0,00;0,00;2.157,17
0;FLORIANOPOLIS;088;1195167;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC08820022020_1195167.rem;187;0;7;194;68;0;7;75;8.662,63;0,00;581,36;9.243,99
0;FLORIANOPOLIS;088;1195168;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC08820022020_1195168.rem;9;0;1;10;4;0;1;5;353,26;0,00;285,07;638,33
0;FLORIANOPOLIS;088;1195169;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC08820022020_1195169.rem;4;0;0;4;2;0;0;2;123,72;0,00;0,00;123,72
0;CRICIUMA;089;1195265;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC08920022020_1195265.rem;31;0;0;31;12;0;0;12;1.118,80;0,00;0,00;1.118,80
0;MARINGA;091;1194626;Primeira Via-PrintHouse;BOLETO;20/02/2020;06/02/2020;EC09120022020_1194626.rem;135;0;4;139;49;0;4;53;3.927,48;0,00;202,72;4.130,20
