PADRAO;NOME_CIDADE;COD_OPERADORA;ID_REGISTRO_EMISSAO;ORIGEM;TIPO;VENCTO;EMISSAO;ARQUIVO;QTD_PAGE_NET;QTDE_PAGE_EMBRATEL;QTDE_PAGE_CLARO;QTDE_PAGE_TOTAL;QTD_COB_NET;QTDE_COB_EMBRATEL;QTDE_COB_CLARO;QTDE_COB_TOTAL;VALOR_NET;VALOR_EMBRATEL;VALOR_CLARO;VALOR_TOTAL
0;SANTOS;004;670398;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC00410022020_670398.rem;571;0;15;586;142;0;15;157;21.242,04;0,00;2.350,22;23.592,26
0;GOIANIA;010;670635;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC01010022020_670635.rem;1508;0;37;1545;522;0;37;559;60.761,05;0,00;7.358,33;68.119,38
0;ANAPOLIS;015;670358;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC01510022020_670358.rem;165;0;5;170;60;0;5;65;5.955,64;0,00;145,25;6.100,89
0;RIO DE JANEIRO;038;670875;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670875.rem;1201;0;90;1291;297;0;90;387;65.098,98;0,00;15.297,43;80.396,41
0;RIO DE JANEIRO;038;670877;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670877.rem;64;0;1;65;22;0;1;23;3.085,62;0,00;255,97;3.341,59
0;RIO DE JANEIRO;038;670878;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670878.rem;35;0;2;37;12;0;2;14;2.693,16;0,00;494,56;3.187,72
0;RIO DE JANEIRO;038;670890;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670890.rem;2522;0;17;2539;857;0;17;874;111.009,77;0,00;2.065,97;113.075,74
0;RIO DE JANEIRO;038;670891;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670891.rem;1016;0;60;1076;378;0;60;438;54.857,97;0,00;8.001,59;62.859,56
0;RIO DE JANEIRO;038;670892;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670892.rem;58;0;7;65;24;0;7;31;2.983,14;0,00;544,58;3.527,72
0;RIO DE JANEIRO;038;670893;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670893.rem;3;0;0;3;1;0;0;1;120,95;0,00;0,00;120,95
0;RIO DE JANEIRO;038;670894;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670894.rem;70;0;4;74;25;0;4;29;3.630,69;0,00;535,54;4.166,23
0;RIO DE JANEIRO;038;670895;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670895.rem;36;0;3;39;15;0;3;18;1.813,58;0,00;734,59;2.548,17
0;RIO DE JANEIRO;038;670896;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC03810022020_670896.rem;83;0;2;85;29;0;2;31;2.884,02;0,00;297,84;3.181,86
0;BRASILIA;040;670498;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC04010022020_670498.rem;1784;0;37;1821;626;0;37;663;73.415,61;0,00;5.840,97;79.256,58
0;BRASILIA;040;670499;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC04010022020_670499.rem;94;0;0;94;29;0;0;29;3.652,83;0,00;0,00;3.652,83
0;BRASILIA;040;670500;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC04010022020_670500.rem;446;0;43;489;169;0;43;212;25.187,69;0,00;8.067,14;33.254,83
0;VALPARAISO DE GOIAS;160;670682;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC16010022020_670682.rem;41;0;0;41;14;0;0;14;930,68;0,00;0,00;930,68
0;NITEROI;228;670319;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;EC22810022020_670319.rem;268;0;7;275;96;0;7;103;11.599,25;0,00;925,66;12.524,91
0;SANTOS;004;670406;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERX00410022020_670406.rem;12;0;2;14;4;0;2;6;678,60;0,00;104,98;783,58
0;GOIANIA;010;670653;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERX01010022020_670653.rem;32;0;5;37;12;0;5;17;914,54;0,00;703,71;1.618,25
0;ANAPOLIS;015;670364;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERX01510022020_670364.rem;4;0;0;4;1;0;0;1;0,00;0,00;0,00;0,00
0;RIO DE JANEIRO;038;671083;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERX03810022020_671083.rem;39;0;6;45;12;0;6;18;1.185,45;0,00;553,13;1.738,58
0;RIO DE JANEIRO;038;671084;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERX03810022020_671084.rem;34;0;5;39;13;0;5;18;1.155,43;0,00;864,68;2.020,11
0;RIO DE JANEIRO;038;671085;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERX03810022020_671085.rem;49;0;7;56;17;0;7;24;2.738,93;0,00;1.116,05;3.854,98
0;BRASILIA;040;670533;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERX04010022020_670533.rem;21;0;2;23;7;0;2;9;673,47;0,00;139,71;813,18
0;BRASILIA;040;670534;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERX04010022020_670534.rem;54;0;11;65;19;0;11;30;2.193,46;0,00;1.408,88;3.602,34
0;NITEROI;228;670326;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERX22810022020_670326.rem;6;0;0;6;2;0;0;2;0,00;0,00;0,00;0,00
0;SANTOS;004;670407;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERZ00410022020_670407.rem;15;0;0;15;4;0;0;4;63,14;0,00;0,00;63,14
0;GOIANIA;010;670654;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERZ01010022020_670654.rem;4;0;1;5;2;0;1;3;260,68;0,00;296,48;557,16
0;RIO DE JANEIRO;038;671086;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERZ03810022020_671086.rem;91;0;12;103;31;0;12;43;4.092,79;0,00;1.647,46;5.740,25
0;BRASILIA;040;670535;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERZ04010022020_670535.rem;33;0;5;38;13;0;5;18;879,50;0,00;1.575,78;2.455,28
0;NITEROI;228;670327;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ERZ22810022020_670327.rem;4;0;0;4;2;0;0;2;0,00;0,00;0,00;0,00
0;SANTOS;004;670399;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER1C00410022020_670399.rem;13;0;0;13;3;0;0;3;538,95;0,00;0,00;538,95
0;GOIANIA;010;670636;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER1C01010022020_670636.rem;30;0;0;30;9;0;0;9;1.380,98;0,00;0,00;1.380,98
0;ANAPOLIS;015;670359;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER1C01510022020_670359.rem;7;0;0;7;2;0;0;2;339,00;0,00;0,00;339,00
0;RIO DE JANEIRO;038;670897;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER1C03810022020_670897.rem;69;0;0;69;23;0;0;23;4.058,57;0,00;0,00;4.058,57
0;RIO DE JANEIRO;038;670898;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER1C03810022020_670898.rem;31;0;0;31;12;0;0;12;2.196,13;0,00;0,00;2.196,13
0;RIO DE JANEIRO;038;670899;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER1C03810022020_670899.rem;22;0;0;22;7;0;0;7;1.967,72;0,00;0,00;1.967,72
0;BRASILIA;040;670501;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER1C04010022020_670501.rem;24;0;0;24;10;0;0;10;2.059,43;0,00;0,00;2.059,43
0;BRASILIA;040;670508;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER1C04010022020_670508.rem;15;0;0;15;6;0;0;6;880,97;0,00;0,00;880,97
0;NITEROI;228;670320;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER1C22810022020_670320.rem;7;0;0;7;2;0;0;2;596,69;0,00;0,00;596,69
0;SANTOS;004;670382;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER100410022020_670382.rem;1461;0;0;1461;400;0;0;400;64.884,01;0,00;0,00;64.884,01
0;SANTOS;004;670383;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER100410022020_670383.rem;269;0;0;269;82;0;0;82;10.070,84;0,00;0,00;10.070,84
0;GOIANIA;010;670618;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER101010022020_670618.rem;2542;0;0;2542;962;0;0;962;133.097,19;0,00;0,00;133.097,19
0;ANAPOLIS;015;670353;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER101510022020_670353.rem;431;0;0;431;167;0;0;167;19.380,94;0,00;0,00;19.380,94
0;RIO DE JANEIRO;038;670773;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER103810022020_670773.rem;3173;0;0;3173;1134;0;0;1134;183.760,95;0,00;0,00;183.760,95
0;RIO DE JANEIRO;038;670774;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER103810022020_670774.rem;588;0;1;589;245;0;1;246;41.030,48;0,00;13,99;41.044,47
0;RIO DE JANEIRO;038;670775;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER103810022020_670775.rem;2723;0;0;2723;1000;0;0;1000;142.940,35;0,00;0,00;142.940,35
0;RIO DE JANEIRO;038;670776;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER103810022020_670776.rem;4273;0;0;4273;1792;0;0;1792;300.194,94;0,00;0,00;300.194,94
0;RIO DE JANEIRO;038;670777;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER103810022020_670777.rem;3;0;0;3;1;0;0;1;94,87;0,00;0,00;94,87
0;RIO DE JANEIRO;038;670778;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER103810022020_670778.rem;1844;0;0;1844;814;0;0;814;140.044,90;0,00;0,00;140.044,90
0;RIO DE JANEIRO;038;670779;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER103810022020_670779.rem;1313;0;0;1313;568;0;0;568;133.485,47;0,00;0,00;133.485,47
0;RIO DE JANEIRO;038;670780;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER103810022020_670780.rem;3;0;0;3;1;0;0;1;99,87;0,00;0,00;99,87
0;BRASILIA;040;670466;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER104010022020_670466.rem;2822;0;0;2822;1159;0;0;1159;183.160,92;0,00;0,00;183.160,92
0;BRASILIA;040;670467;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER104010022020_670467.rem;1737;0;0;1737;707;0;0;707;118.108,27;0,00;0,00;118.108,27
0;NITEROI;228;670307;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER122810022020_670307.rem;830;0;0;830;314;0;0;314;52.424,19;0,00;0,00;52.424,19
0;SANTOS;004;670400;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER3C00410022020_670400.rem;20;0;0;20;5;0;0;5;1.241,77;0,00;0,00;1.241,77
0;GOIANIA;010;670637;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER3C01010022020_670637.rem;40;0;0;40;14;0;0;14;2.534,00;0,00;0,00;2.534,00
0;ANAPOLIS;015;670360;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER3C01510022020_670360.rem;3;0;0;3;1;0;0;1;87,33;0,00;0,00;87,33
0;RIO DE JANEIRO;038;670900;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER3C03810022020_670900.rem;114;0;0;114;39;0;0;39;7.236,71;0,00;0,00;7.236,71
0;BRASILIA;040;670509;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER3C04010022020_670509.rem;50;0;0;50;18;0;0;18;2.722,61;0,00;0,00;2.722,61
0;BRASILIA;040;670510;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER3C04010022020_670510.rem;22;0;0;22;7;0;0;7;1.657,34;0,00;0,00;1.657,34
0;NITEROI;228;670321;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER3C22810022020_670321.rem;3;0;0;3;1;0;0;1;122,56;0,00;0,00;122,56
0;SANTOS;004;670384;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER300410022020_670384.rem;1317;0;0;1317;363;0;0;363;62.786,32;0,00;0,00;62.786,32
0;SANTOS;004;670385;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER300410022020_670385.rem;283;0;0;283;81;0;0;81;12.554,73;0,00;0,00;12.554,73
0;GOIANIA;010;670619;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER301010022020_670619.rem;1951;0;0;1951;736;0;0;736;104.957,52;0,00;0,00;104.957,52
0;ANAPOLIS;015;670354;Primeira Via-PrintHouse;BOLETO;10/02/2020;23/01/2020;ER301510022020_670354.rem;323;0;0;323;121;0;0;121;14.679,54;0,00;0,00;14.679,54
