PADRAO;NOME_CIDADE;COD_OPERADORA;ID_REGISTRO_EMISSAO;ORIGEM;TIPO;VENCTO;EMISSAO;ARQUIVO;QTD_PAGE_NET;QTDE_PAGE_EMBRATEL;QTDE_PAGE_CLARO;QTDE_PAGE_TOTAL;QTD_COB_NET;QTDE_COB_EMBRATEL;QTDE_COB_CLARO;QTDE_COB_TOTAL;VALOR_NET;VALOR_EMBRATEL;VALOR_CLARO;VALOR_TOTAL
0;SOROCABA;007;1534822;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC00715022020_1534822.rem;576;0;9;585;132;0;9;141;13.763,39;0,00;1.117,07;14.880,46
0;PORTO FELIZ;022;1534603;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02215022020_1534603.rem;15;0;0;15;4;0;0;4;535,82;0,00;0,00;535,82
0;POTIM;024;1534426;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC02415022020_1534426.rem;3;0;0;3;1;0;0;1;0,00;0,00;0,00;0,00
0;LAURO DE FREITAS;042;1534111;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC04215022020_1534111.rem;31;0;0;31;11;0;0;11;939,06;0,00;0,00;939,06
0;RAFARD;048;1534652;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC04815022020_1534652.rem;11;0;0;11;3;0;0;3;316,40;0,00;0,00;316,40
0;IMPERATRIZ;051;1534953;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC05115022020_1534953.rem;13;0;0;13;5;0;0;5;230,09;0,00;0,00;230,09
0;TERESINA;063;1534262;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC06315022020_1534262.rem;180;0;4;184;61;0;4;65;6.513,10;0,00;551,54;7.064,64
0;NATAL;095;1534226;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC09515022020_1534226.rem;233;0;7;240;83;0;7;90;10.104,25;0,00;965,65;11.069,90
0;SAO LUIS;096;1534097;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC09615022020_1534097.rem;217;0;4;221;75;0;4;79;9.364,65;0,00;531,05;9.895,70
0;FORTALEZA;097;1534346;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC09715022020_1534346.rem;265;0;9;274;91;0;9;100;9.933,18;0,00;1.236,16;11.169,34
0;BELFORD ROXO;105;1534311;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC10515022020_1534311.rem;36;0;0;36;12;0;0;12;1.083,68;0,00;0,00;1.083,68
0;DUQUE DE CAXIAS;161;1534299;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC16115022020_1534299.rem;48;0;1;49;19;0;1;20;2.053,21;0,00;40,60;2.093,81
0;ANANINDEUA;178;1534276;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC17815022020_1534276.rem;88;0;0;88;27;0;0;27;4.831,79;0,00;0,00;4.831,79
0;BELEM;194;1534207;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC19415022020_1534207.rem;411;0;15;426;139;0;15;154;16.298,11;0,00;1.230,47;17.528,58
0;SERTAOZINHO;195;1534866;Primeira Via-PrintHouse;BOLETO;15/02/2020;29/01/2020;EC19515022020_1534866.rem;72;0;2;74;27;0;2;29;2.266,41;0,00;302,31;2.568,72
